nombre_vsx,ra,dec,clase_variable
Gaia DR3 564616439389464320,2.69328,79.42902,ROT
Gaia DR3 4977786148818841856,2.69338,-48.2976,ROT
Gaia DR3 431498012568060032,2.69358,64.00621,E
Gaia DR3 431312783521374336,2.69362,62.68745,ROT
Gaia DR3 2740993084006496000,2.69369,4.54946,S
ASASSN-V J001046.47+491859.0,2.6938,49.31638,EA
ZTF J001046.53+431140.7,2.69388,43.19466,BY
Gaia DR3 393664023608363008,2.69388,49.32424,VAR
Gaia DR3 531345595492468352,2.69397,71.65744,RS
Gaia DR3 4990530480719445760,2.6941,-45.41189,E
Gaia DR3 573604495972550912,2.69412,85.00842,E
Gaia DR3 2850298283702944768,2.69412,25.28463,E
Gaia DR3 395401496802073472,2.69437,51.56591,ROT
Gaia DR3 2335253128486553216,2.69437,-26.1397,RS
Gaia DR3 4990185994278057088,2.69445,-46.50817,ROT
Gaia DR3 4996308173804606336,2.69451,-40.57009,L
Gaia DR3 2429154032839067136,2.69451,-9.20466,E
Gaia DR3 386331895959383680,2.695,44.49881,ROT
Gaia DR3 395364938039766912,2.69502,51.11337,ROT
Gaia DR3 4924069027206058112,2.69504,-53.48113,VAR
Gaia DR3 2877665063695228928,2.69523,37.34827,ROT
Gaia DR3 4977787557568141312,2.69532,-48.21361,ROT
Gaia DR3 392966456497417344,2.69542,47.08562,E
ZTF J001046.90+594046.4,2.69545,59.67957,EW
Gaia DR3 395821750763938816,2.69546,52.27216,S
Gaia DR3 2877785906895109632,2.69565,38.27943,ROT
ZTF J001046.97+570403.1,2.69573,57.06753,EW
Gaia DR3 429094072131570432,2.69587,60.05209,DSCT|GDOR|SXPHE
Gaia DR3 2443314746172319488,2.69594,-6.39489,ROT
Gaia DR3 386329288915791744,2.69608,44.37037,ROT
Gaia DR3 2880800321102035200,2.69621,38.57595,ROT
Gaia DR3 422290053660891008,2.69627,56.51284,S
Gaia DR3 395392254032526336,2.69639,51.35062,DSCT|GDOR|SXPHE
Gaia DR3 420595878039335936,2.69645,54.87896,E
Gaia DR3 528337400397995392,2.6965,65.90451,YSO
Gaia DR3 2860335317331660288,2.69654,29.69987,S
Gaia DR3 392995009439929600,2.69661,47.37706,DSCT|GDOR|SXPHE
Gaia DR3 393567167804603136,2.69661,49.10553,ROT
V0343 And,2.69667,32.24258,LB
Gaia DR3 2544988785415747328,2.69681,-0.71321,ROT
Gaia DR3 4919507050382398976,2.69696,-56.89114,S
Gaia DR3 420210293056929152,2.69699,54.51201,ROT
Gaia DR3 2309408970236414336,2.69726,-35.67486,RS
BL Phe,2.69742,-57.48639,EB
Gaia DR3 2877786074398320512,2.69744,38.299,DSCT|GDOR|SXPHE
Gaia DR3 393098324876870144,2.69749,47.66437,RS
ZTF J001047.46+650947.7,2.69776,65.16326,EW
Gaia DR3 4978152011310931968,2.69781,-46.95453,ROT
Gaia DR3 395812507992360576,2.69782,52.03502,S
Gaia DR3 2416507656254630400,2.69787,-15.76848,VAR
Gaia DR3 431347967894534912,2.69819,63.0736,DSCT|GDOR|SXPHE
Gaia DR3 2797244137538954752,2.69833,18.9338,S
Gaia DR3 422851285626056704,2.69849,57.9389,ROT
Gaia DR3 386338085008941824,2.69858,44.58351,ROT
Gaia DR3 2876094480054241280,2.69869,35.22363,ROT
Gaia DR3 420033301741830272,2.69876,53.30322,E
SSS_J001047.8-342355,2.69885,-34.39815,EA
ASASSN-V J001047.75+473257.4,2.69894,47.54927,EA
Gaia DR3 395926925919177216,2.69901,52.63993,E
Gaia DR3 393100665637777536,2.69903,47.7854,VAR
Gaia DR3 384650987495258624,2.69906,43.03277,ROT
Gaia DR3 422473637742688256,2.69906,57.80748,ROT
Gaia DR3 4901482962426869376,2.69912,-63.15936,RS
Gaia DR3 420783791448987648,2.69924,56.2503,ROT
Gaia DR3 422995282986456704,2.69937,58.9066,YSO
Gaia DR3 573453076902742400,2.69937,84.03274,RS
Gaia DR3 382887714440886016,2.69941,39.41371,ROT
ZTF J001047.87+481539.7,2.69946,48.26104,HADS
Gaia DR3 429100119445501696,2.69955,60.10692,E
Gaia DR3 386332067758104064,2.69982,44.5445,E
Gaia DR3 429630977404760448,2.69993,61.37085,ROT
Gaia DR3 429055864093400832,2.69997,59.51146,S
Gaia DR3 395215713694166528,2.70004,50.17868,ROT
Gaia DR3 4977858098111096832,2.70021,-47.82218,ROT
Gaia DR3 4978153110822559232,2.70026,-46.90131,ROT
Gaia DR3 422897739992980096,2.70028,58.62578,YSO
Gaia DR3 2862023411277629440,2.70029,32.43761,ROT
Gaia DR3 384540349137377280,2.70047,42.54214,ROT
Gaia DR3 423003533626229248,2.70053,59.05243,YSO
Gaia DR3 2862033547400433792,2.70072,32.57964,ROT
ZTF J001048.18+561927.4,2.70075,56.32429,DSCT
ZTF J001048.20+572938.4,2.70085,57.49402,EW
ZTF J001048.22+553306.4,2.70094,55.55179,RS
ZTF J001048.25+681055.1,2.70107,68.18199,RS
Gaia DR3 2876053969922724864,2.70109,35.00435,DSCT|GDOR|SXPHE
Gaia DR3 384639202105035008,2.70109,42.80447,ROT
ZTF J001048.27+532745.0,2.70113,53.46251,EW
Gaia DR3 422995252929342592,2.70121,58.88823,ROT
ZTF J001048.29+574809.9,2.70125,57.80275,EW
Gaia DR3 392968277563539072,2.70134,47.13951,DSCT|GDOR|SXPHE
Gaia DR3 2769605060916629504,2.70143,16.17407,L
Gaia DR3 393700517950212352,2.70147,49.67257,ROT
Gaia DR3 395779728801232768,2.70155,51.7576,ROT
Gaia DR3 4701824054688666880,2.70183,-71.53467,ROT
Gaia DR3 429664821747929216,2.70199,61.72455,E
Gaia DR3 395390467326171008,2.70207,51.27014,ROT
V0958 Cas,2.70213,57.49067,SR
Gaia DR3 429658121598992000,2.70216,61.61149,E
ZTF J001048.54+670638.6,2.70226,67.11073,EW
Gaia DR3 431876214509107456,2.7023,64.19221,S
Gaia DR3 429058780375701120,2.70233,59.67208,S
Gaia DR3 4977871494111410304,2.70238,-47.70751,ROT
Gaia DR3 395353874204097280,2.70242,50.80909,ROT
Gaia DR3 420604536694986880,2.70253,55.04754,S
Gaia DR3 4634214706739562752,2.70263,-80.88647,RS
Gaia DR3 2877786800248296192,2.70265,38.36015,ROT
Gaia DR3 2310289163654318720,2.7027,-33.48745,ROT
Gaia DR3 2877770719890777856,2.7027,38.12004,ROT
Gaia DR3 384686137507666944,2.7028,43.42646,E
Gaia DR3 395356726062428160,2.70284,50.97832,DSCT|GDOR|SXPHE
Gaia DR3 431356420390109824,2.70298,63.2222,E
Gaia DR3 528904336081605120,2.70304,67.60407,ROT
Gaia DR3 420183659957726720,2.70317,54.34923,VAR
ZTF J001048.80+652805.5,2.70337,65.4682,SR
Gaia DR3 393662481719959296,2.70339,49.27953,ROT
Gaia DR3 429234294225949056,2.7035,60.77189,ROT
Gaia DR3 395257696995561088,2.70358,50.67078,ROT
Gaia DR3 530629023144939392,2.70358,69.36569,ROT
Gaia DR3 429102421548054528,2.70372,60.21289,RS
Gaia DR3 4976938390993501312,2.70382,-49.13178,ROT
Gaia DR3 395926925919179520,2.70385,52.63399,RS
Gaia DR3 4635715746270043904,2.70385,-77.97936,ROT
Gaia DR3 4706325730170072832,2.70398,-68.54722,E
Gaia DR3 420597492947030784,2.70404,54.91054,VAR
Gaia DR3 420630478296430720,2.70408,55.21027,RS
ZTF J001049.02+631133.7,2.70425,63.1927,EW
Gaia DR3 529045211008156160,2.70427,68.35609,L
Gaia DR3 539794586436614016,2.7043,76.22425,ROT
Gaia DR3 2366190632617969408,2.7043,-18.64076,S
Gaia DR3 2767964039811944320,2.70432,13.76761,ROT
Gaia DR3 383250003522504704,2.7044,40.68959,ROT
Gaia DR3 392965666223257216,2.70444,47.01156,ROT
Gaia DR3 395257838733886336,2.70444,50.69758,ROT
Gaia DR3 2861584946656292864,2.70449,30.82528,ROT
Gaia DR3 395392077932777472,2.70476,51.3063,ROT
Gaia DR3 4972435890877217792,2.70477,-52.28361,ROT
Gaia DR3 386232909849593984,2.70481,44.20202,ROT
Gaia DR3 4972238150582778112,2.70495,-52.57197,S
Gaia DR3 2848558791883877376,2.70502,22.50546,ROT
Gaia DR3 396011279079104512,2.70515,53.14255,ROT
Gaia DR3 429771989770867456,2.70522,62.13705,VAR
GSC 04026-00097,2.70542,66.10669,DSCT
Gaia DR3 528337945855791232,2.70546,65.95376,L
Gaia DR3 422994492712366848,2.70555,58.81924,E
Gaia DR3 429796861916038144,2.70573,62.31461,E
ZTF J001049.37+534709.9,2.70574,53.7861,VAR
Gaia DR3 393523668376007040,2.7058,48.57588,S
Gaia DR3 420745102383009792,2.7058,55.79479,ROT
Gaia DR3 2544974285606161536,2.70587,-0.9746,ROT
Gaia DR3 429655127993978752,2.70597,61.45327,ROT
Gaia DR3 422428935722420992,2.70602,57.22524,ROT
ZTF J001049.48+411455.3,2.7062,41.24871,SR
Gaia DR3 2850342199743431040,2.70625,25.60449,L
ZTF J001049.51+533623.4,2.70632,53.60652,EW
Gaia DR3 393003805532909952,2.7065,47.57133,ROT
Gaia DR3 393003668093961728,2.70655,47.54785,VAR
Gaia DR3 422287236160888064,2.70665,56.36945,VAR
Gaia DR3 431497879432613632,2.70669,63.97914,S
Gaia DR3 395389264735206272,2.70672,51.23539,ROT
ASASSN-V J001049.64+645114.3,2.70683,64.854,SR
Gaia DR3 393709314043417472,2.70687,49.87456,DSCT|GDOR|SXPHE
ZTF J001049.65+682213.4,2.7069,68.37039,RS
Gaia DR3 386197519319156992,2.70702,43.78818,ROT
ASASSN-V J001049.74+050754.5,2.70723,5.13188,EB
Gaia DR3 431349651521686400,2.70728,63.1368,RS
Gaia DR3 431359031730343296,2.70733,63.33576,ROT
Gaia DR3 422431066026158208,2.70737,57.29934,ROT
ZTF J001049.76-083239.0,2.70737,-8.54419,BY
Gaia DR3 431359203529026816,2.70745,63.37349,ROT
Gaia DR3 386376670995037696,2.70759,45.12312,E
Gaia DR3 2769594095864173824,2.70768,16.02007,E
Gaia DR3 2849076455702167808,2.70773,24.35329,ROT
ZTF J001049.88+603003.2,2.70784,60.50089,SR
Gaia DR3 2880803757075852928,2.70787,38.7227,ROT
Gaia DR3 431314398429004416,2.70861,62.74639,ROT
Gaia DR3 383366483035622016,2.70861,41.65719,ROT
Gaia DR3 2751836025299837696,2.70868,8.19736,ROT
Gaia DR3 420745682197006336,2.70879,55.86033,ROT
Gaia DR3 2751721195054187520,2.70885,7.5315,ROT
Gaia DR3 431453619782733056,2.70905,63.44643,VAR
Gaia DR3 422323176447798272,2.70908,56.83694,ROT
Gaia DR3 2876052251935819008,2.70924,34.90801,E
ZTF J001050.21+221554.0,2.70924,22.265,EW
Gaia DR3 395777048741704192,2.70956,51.63334,ROT
Gaia DR3 429657468760334976,2.70963,61.56819,E
Gaia DR3 2416683303237045376,2.70981,-15.16699,ROT
Gaia DR3 4707434140970235776,2.70982,-67.20964,ROT
ASASSN-V J001050.36+621421.9,2.70984,62.23942,SR
Gaia DR3 383232892372831744,2.7099,40.38203,ROT
Gaia DR3 420738470953542400,2.70991,55.71311,ROT
Gaia DR3 420773547945565568,2.70995,56.0702,ROT
Gaia DR3 429631492800819712,2.71,61.40603,ROT
Gaia DR3 2798956661258863872,2.71007,21.49227,ROT
Gaia DR3 382887405203245440,2.71009,39.38293,ROT
Gaia DR3 2769654882536957696,2.71009,16.31434,WD
Gaia DR3 395788146937084544,2.71025,51.94458,ROT
Gaia DR3 2320668347262173312,2.71041,-29.98306,VAR
Gaia DR3 2861979911848786816,2.71072,32.10821,ROT
ZTF J001050.58+573105.7,2.71077,57.51826,EW
Gaia DR3 386948966798548736,2.71102,46.58862,S
Gaia DR3 393100493837799552,2.71113,47.75045,E
Gaia DR3 392992501177106944,2.71124,47.25196,RRAB
Gaia DR3 432026538360681216,2.71177,65.1837,RS
Gaia DR3 2848653830920239488,2.71193,23.01631,ROT
Gaia DR3 2875631757457382528,2.71195,33.56546,ROT
Gaia DR3 422323069064467200,2.71198,56.81945,E
Gaia DR3 395251104227282304,2.71202,50.56929,VAR
Gaia DR3 429244018031739136,2.71208,60.99402,S
Gaia DR3 395953206824109568,2.71216,52.81914,E
Gaia DR3 422994527072115456,2.71219,58.83236,RS
Gaia DR3 528927975578031488,2.71228,67.65449,YSO
ZTF J001050.98+673909.8,2.71243,67.65275,SR
Gaia DR3 420633123996252416,2.71246,55.34484,DSCT|GDOR|SXPHE
Gaia DR3 530761686098906368,2.7127,70.00796,S
Gaia DR3 2768775101436261632,2.71274,14.43485,RS
Gaia DR3 4990460391148501632,2.71276,-45.78393,ROT
Gaia DR3 393520709140998016,2.71283,48.3949,E
Gaia DR3 429808479813791232,2.71296,62.48275,ROT
Gaia DR3 4904845887459766144,2.71301,-61.74441,DSCT|GDOR|SXPHE
Gaia DR3 2337353298774718592,2.71322,-22.36455,RS
Gaia DR3 431491213642944512,2.71335,63.95944,E
Gaia DR3 4977875655937440384,2.7134,-47.62417,ROT
Gaia DR3 393709417122631168,2.71341,49.88555,VAR
ZTF J001051.23+695346.8,2.71348,69.89635,EW
Gaia DR3 420172634782356352,2.71352,54.04962,ROT
Gaia DR3 420039898811721984,2.71352,53.39389,E
ZTF J001051.26+512744.8,2.71361,51.46245,BY
Gaia DR3 422334377722549248,2.71375,57.12101,ROT
Gaia DR3 429810266515258368,2.71387,62.54977,S
Gaia DR3 4994979280858998400,2.71389,-42.41446,ROT
Gaia DR3 383134108125310592,2.71393,40.19216,DSCT|GDOR|SXPHE
Gaia DR3 2850354088213640960,2.71403,25.8358,ROT
Gaia DR3 2753718011248998656,2.71418,10.86119,RS
Gaia DR3 395786497669651968,2.71418,51.8913,ROT
Gaia DR3 420217439881856384,2.71419,54.64682,VAR
Gaia DR3 395215060859163264,2.7142,50.11007,ROT
Gaia DR3 540326196011255168,2.71432,77.4982,ROT
Gaia DR3 420771902979636992,2.71438,56.01354,VAR
Gaia DR3 395224612866595712,2.71446,50.37826,DSCT|GDOR|SXPHE
Gaia DR3 429232778092290048,2.71464,60.74181,ROT
Gaia DR3 431488293064821376,2.71471,63.7773,S
Gaia DR3 429810094721469312,2.71472,62.5105,ROT
Gaia DR3 529033730558580736,2.7148,68.03214,YSO
Gaia DR3 2880803997594015744,2.71484,38.76561,ROT
ZTF J001051.57+654035.3,2.71488,65.67649,BY
Gaia DR3 420785853033253248,2.71491,56.3072,DSCT|GDOR|SXPHE
ZTF J001051.58+580933.3,2.71495,58.15925,DSCT
Gaia DR3 537353498825937664,2.71501,71.8801,ROT
Gaia DR3 420042273934367744,2.71503,53.53215,VAR
ASASSN-V J001051.63-555608.4,2.71503,-55.93568,EW
WISE J001051.6+571141,2.71507,57.19501,EB:
Gaia DR3 422430619349567872,2.71513,57.28201,ROT
Gaia DR3 2421433193469283712,2.71516,-12.09546,E
WISE J001051.6+595050,2.71522,59.84744,EA
Gaia DR3 395399229059373056,2.71541,51.45467,ROT
Gaia DR3 386223357842383744,2.71548,43.93715,DSCT|GDOR|SXPHE
Gaia DR3 395777456758504960,2.71561,51.65926,ROT
Gaia DR3 420172188107257472,2.71572,54.01486,L
Gaia DR3 395788009498135936,2.71584,51.91296,ROT
Gaia DR3 2445319533826716544,2.7159,-3.42822,ROT
Gaia DR3 393003805530906112,2.71595,47.5625,E
Gaia DR3 395812748510524544,2.71603,52.06077,ROT
Gaia DR3 429772127209809792,2.71613,62.1693,RS
Gaia DR3 2309803969789036544,2.71617,-35.3294,DSCT|GDOR|SXPHE
Gaia DR3 422995214266965120,2.71619,58.89634,YSO
HD 653,2.7162,40.57758,ACV
Gaia DR3 420745549059590656,2.71628,55.83799,ROT
Gaia DR3 528939726613166720,2.71652,67.98606,YSO
ZTF J001051.96+571050.7,2.71654,57.18076,EW
Gaia DR3 422289572624557184,2.71681,56.48195,S
Gaia DR3 2877565179935779584,2.71683,37.12277,ROT
Gaia DR3 422886710517037056,2.71688,58.3583,ROT
Gaia DR3 420640030303741056,2.71702,55.44592,ROT
ZTF J001052.08+585108.6,2.71704,58.85241,RS
Gaia DR3 537964380613207808,2.71729,74.07625,DSCT|GDOR|SXPHE
ASASSN-V J001052.16+580202.1,2.71735,58.03391,VAR
Gaia DR3 422298437435442432,2.71749,56.67757,ROT
Gaia DR3 431323778637377536,2.71759,62.98006,VAR
Gaia DR3 2798932914384278144,2.71761,21.46286,ROT
ZTF J001052.23+664924.1,2.71763,66.82338,EB:
Gaia DR3 395824087224130048,2.71764,52.39524,ROT
Gaia DR3 2336826765848203264,2.71771,-24.27625,E
Gaia DR3 422439312363297920,2.71782,57.44482,E
Gaia DR3 2429149153756224768,2.71804,-9.33148,ROT
Gaia DR3 422323210798666752,2.71813,56.8388,E
Gaia DR3 431323263241321472,2.71837,62.94224,ROT
Gaia DR3 537920258411827456,2.71858,73.52832,L
Gaia DR3 384672909008301568,2.71869,43.19233,ROT
ZTF J001052.49+563118.6,2.71874,56.52184,HADS
Gaia DR3 429620012344913408,2.71902,61.08211,E
Gaia DR3 420172600422618880,2.71904,54.04406,ROT
Gaia DR3 4996609100688857856,2.71911,-40.02576,ROT
Gaia DR3 420747331464453376,2.71951,55.90393,ROT
Gaia DR3 383259383731066880,2.71956,40.77747,ROT
Gaia DR3 395929159302151936,2.71962,52.73289,ROT
Gaia DR3 4617688978254848000,2.71964,-84.10829,ROT
Gaia DR3 537505952985770624,2.7197,72.93118,VAR
ZTF J001052.74+702623.3,2.71976,70.43983,RS
Gaia DR3 429663928394761216,2.71981,61.64138,ROT
Gaia DR3 4977029714881128448,2.71988,-48.47856,ROT
Gaia DR3 386197003923086976,2.71989,43.74668,ROT
Gaia DR3 420597973983355008,2.71992,54.952,RS
Gaia DR3 392957351166590720,2.72002,46.85974,E
Gaia DR3 422888737742694912,2.72018,58.42634,S
Gaia DR3 395389848850869376,2.72025,51.29676,DSCT|GDOR|SXPHE
Gaia DR3 384645726158297984,2.7203,42.90092,E
Gaia DR3 2336430872942729984,2.72037,-24.61521,ROT
Gaia DR3 2797239052297660160,2.72047,18.7889,RS
Gaia DR3 429805623649762560,2.72047,62.48463,S
ZTF J001052.92+573419.3,2.72054,57.57205,RS
Gaia DR3 4996262307849474304,2.72058,-41.07094,ROT
Gaia DR3 420773586606795392,2.72068,56.07756,S
Gaia DR3 529034280314402560,2.72077,68.08188,L
Gaia DR3 429064797633827200,2.72097,59.72278,RS
Gaia DR3 537362672875996288,2.72106,72.07452,ROT
Gaia DR3 386787407307334400,2.72129,45.57004,ROT
Gaia DR3 423028272638644992,2.7214,59.18631,ROT
Gaia DR3 2767543820211770880,2.72144,12.61863,RS
Gaia DR3 422466284758792704,2.72153,57.69312,ROT
ASASSN-V J001053.25+532448.6,2.72189,53.41351,EA
Gaia DR3 395929571619008640,2.72197,52.7639,RS
Gaia DR3 395398468843638912,2.72204,51.45964,ROT
Gaia DR3 2875659588845448320,2.7222,33.6905,ROT
Gaia DR3 420773586606795776,2.72229,56.07709,ROT
Gaia DR3 2769232189035998976,2.7226,15.02828,L
ZTF J001053.43+420822.4,2.72264,42.13958,EW
Gaia DR3 393132963790465152,2.7227,48.00753,ROT
NSVS J0010537+635124,2.72272,63.85698,SR
Gaia DR3 4973650370190100096,2.72275,-50.08713,ROT
Gaia DR3 2546677360398242560,2.72281,1.65932,ROT
Gaia DR3 386190956609140864,2.72282,43.6981,DSCT|GDOR|SXPHE
Gaia DR3 420031759854520960,2.72284,53.28018,VAR
ZTF J001053.51+270402.8,2.72299,27.06747,BY
ZTF J001053.53+565459.1,2.72305,56.91643,EA
Gaia DR3 393706324746182912,2.7232,49.85634,DSCT|GDOR|SXPHE
Gaia DR3 432052922338383616,2.72322,65.3806,YSO
Gaia DR3 429234461719630336,2.72324,60.80252,E
Gaia DR3 429234289920836608,2.72339,60.76486,E
Gaia DR3 2443222696433216000,2.72352,-6.92177,ROT
Gaia DR3 564568885511544704,2.72368,78.72078,DSCT|GDOR|SXPHE
Gaia DR3 386763729151711360,2.72392,45.50194,ROT
Gaia DR3 431885044959741824,2.72397,64.39215,L
Gaia DR3 395786394590789888,2.72397,51.8716,ROT
Gaia DR3 420174971244623872,2.72416,54.17492,RS
Gaia DR3 429631007461876352,2.7243,61.37156,RS
Gaia DR3 2877258759788951296,2.72446,36.09872,S
Gaia DR3 4919505985230512384,2.72448,-56.93565,RS
ZTF J001053.88+575503.3,2.72451,57.91759,RS
Gaia DR3 4972155412332731136,2.72452,-53.03023,ROT
Gaia DR3 4924083286497537280,2.72464,-53.32626,ROT
Gaia DR3 429065313029881600,2.72472,59.75862,ROT
Gaia DR3 528504801044632064,2.72478,66.86214,ROT
Gaia DR3 2849087072861360384,2.72487,24.49235,ROT
Gaia DR3 422852007180536064,2.72488,58.01649,DSCT|GDOR|SXPHE
Gaia DR3 429205810002331648,2.72488,60.50506,S
ZTF J001053.99+590406.7,2.72499,59.06854,EW
Gaia DR3 537362707235728128,2.72504,72.08517,RS
Gaia DR3 2798048700876839040,2.72505,19.469,ROT
Gaia DR3 4976657156536185216,2.72519,-49.90344,ROT
Gaia DR3 384686820405875840,2.72526,43.49322,ROT
Gaia DR3 382836758949794816,2.72527,39.17003,ROT
Gaia DR3 429091220273318144,2.72535,59.908,RS
Gaia DR3 429208386982314624,2.72538,60.6228,ROT
Gaia DR3 432061168675724544,2.72549,65.52551,YSO
Gaia DR3 420782485778907264,2.72567,56.28931,ROT
Gaia DR3 4976942823399749120,2.72582,-49.03877,ROT
Gaia DR3 420077831963636096,2.72598,53.94138,ROT
Gaia DR3 386338596108457984,2.72604,44.62378,ROT
Gaia DR3 423028233975928704,2.72606,59.17607,ROT
Gaia DR3 420604566750180608,2.72607,55.0508,DSCT|GDOR|SXPHE
Gaia DR3 422287820276424576,2.72611,56.41944,DSCT|GDOR|SXPHE
ASASSN-V J001054.28+630918.8,2.72615,63.15521,SR
Gaia DR3 429805112559466752,2.7262,62.44905,ROT
Gaia DR3 395928948843085696,2.72626,52.70474,E
ZTF J001054.31+651112.1,2.7263,65.18671,RS
Gaia DR3 420773689686007808,2.72639,56.08504,ROT
Gaia DR3 392994803281506432,2.7266,47.35672,ROT
Gaia DR3 420639824145311104,2.727,55.44712,ROT
Gaia DR3 422437594376406400,2.72704,57.38684,DSCT|GDOR|SXPHE
ZTF J001054.52+665031.4,2.72718,66.84206,BY
Gaia DR3 2876096335480107264,2.72726,35.28726,E
Gaia DR3 420595774960128640,2.72731,54.85571,DSCT|GDOR|SXPHE
Gaia DR3 2877691864291288320,2.7274,37.73767,ROT
Gaia DR3 429100428683799424,2.72742,60.12326,E
ASASSN-V J001054.60+524852.6,2.72754,52.81462,ROT
Gaia DR3 4972225059522462080,2.72772,-52.6485,ROT
Gaia DR3 2875992122393587328,2.72772,34.63021,VAR
Gaia DR3 429630908685290624,2.72782,61.35936,ROT
Gaia DR3 4976960690463734656,2.7281,-48.81253,ROT
Gaia DR3 2877665991408160768,2.72823,37.43767,ROT
Gaia DR3 530772131459311616,2.72835,70.23309,L
Gaia DR3 395391463758557952,2.72846,51.32867,ROT
Gaia DR3 431499425620829056,2.72852,64.08967,S
Gaia DR3 386928969429789056,2.72855,46.43279,S
ZTF J001054.85+551734.0,2.72855,55.29279,RS
ZTF J001054.86+504106.1,2.7286,50.68504,EW
Gaia DR3 429807857037741696,2.72877,62.59036,E
Gaia DR3 420181568314377472,2.72903,54.267,VAR
Gaia DR3 4973277532668737024,2.72903,-51.52873,ROT
Gaia DR3 420739020709342464,2.72904,55.74962,DSCT|GDOR|SXPHE
LD 323,2.72917,48.25922,SR
Gaia DR3 429243227757768576,2.72921,60.97689,VAR
Gaia DR3 429208558774378880,2.72924,60.64674,E
ZTF J001055.02+555750.0,2.72927,55.9639,EW
Gaia DR3 528505346500704640,2.72956,66.90064,E
Gaia DR3 429102108009258624,2.72976,60.19003,S
Gaia DR3 2769172300011672320,2.72977,14.80389,ROT
Gaia DR3 2850248260219441664,2.72997,25.1609,ROT
Gaia DR3 422886710517038720,2.73019,58.35614,ROT
Gaia DR3 429099878927950976,2.73029,60.08253,RS
Gaia DR3 528904125625592960,2.73041,67.57569,YSO
Gaia DR3 429234878341469312,2.73042,60.8225,RS
Gaia DR3 422992847747699840,2.73044,58.76481,YSO
Gaia DR3 2364893419350595840,2.73072,-20.16013,ROT
ZTF J001055.37+430313.3,2.73074,43.0537,EW
Gaia DR3 431913700982488320,2.73082,64.68028,RS
Gaia DR3 420606220320486272,2.73082,55.09944,ROT
Gaia DR3 2336429674647671424,2.73087,-24.64588,ROT
Gaia DR3 4919564362425977472,2.73103,-56.57168,ROT
Gaia DR3 4973580035805603200,2.73118,-50.47769,ROT
Gaia DR3 386763802167213312,2.73121,45.52732,ROT
Gaia DR3 384648646735801088,2.73142,43.08329,ROT
Gaia DR3 392992432459589120,2.73145,47.24313,ROT
Gaia DR3 422431169105364480,2.73179,57.32214,ROT
Gaia DR3 2308629038535130624,2.7318,-36.17892,ROT
Gaia DR3 2742157058799482368,2.73188,5.14979,L
Gaia DR3 395917717509269504,2.73197,52.40102,ROT
Gaia DR3 395926857199708800,2.73197,52.61916,ROT
Gaia DR3 539611753971587456,2.73209,74.99591,S
ASASSN-V J001055.72+604935.6,2.73215,60.82655,EB
Gaia DR3 2848970863930441216,2.73223,23.70637,E
PS1-3PI J001055.74-140257.5,2.73228,-14.04933,RRC
Gaia DR3 564577681604547328,2.73231,78.89972,ROT
Gaia DR3 395389058576777472,2.73236,51.20536,DSCT|GDOR|SXPHE
Gaia DR3 528340080457561600,2.73251,66.03853,L
Gaia DR3 531195168558213504,2.73263,70.9984,VAR
